"name","address","www","email","phone","rector","sun","week","fest","url"
"Parafia pw. Ducha Świętego","63-100 Śrem, ul. Prymasa Stefana Wyszyńskiego 11","www.duch-srem.pl","parafia@duch-srem.pl","61 283-06-09","ks. Mariusz  Matecki","sob., godz. 17.00 (Klasztorek); nd., godz. 7.30, godz. 9.00, 10.30, godz. 12.00, godz. 18.00; Klasztorek godz. 9.30; Pyszaca godz. 11.00","godz. 9.00; Klasztorek godz. 17.00, godz. 18.30","godz. 7.00, godz. 17.00 Klasztorek; godz. 9.00, godz. 18.30 kościół parafialny; godz. 11.00, godz. 19.00 Pysząca","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=355"
"Parafia pw. Najświętszego Serca Jezusa","63-100 Śrem, ul. Kilińskiego 23","www.nsjsrem.pl","nsjsrem@nsjsrem.pl","61 283-43-58","ks. Ryszard  Adamczak","godz. 7.00, godz. 8.00, godz. 9.00, godz. 10.15, godz. 11.30, godz. 12.45, godz. 19.00, godz.20.00","pon.-pt. godz. 7.00, godz. 18.00, godz. 18.30; sob. godz. 7.00, godz. 18.30","godz. 7.00, godz. 8.00, godz. 9.00, godz. 10.00, godz. 16.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=354"
"Parafia pw. NMP Wniebowziętej","63-100 Śrem, ul. Farna 9","","","61 283-04-83","ks. Marian  Brucki","godz. 8.00, godz. 10.00, godz. 11.15, godz. 12.15, godz. 18.00; kościół pofranciszkański godz. 16.00; kaplica Mechlin godz. 9.00","godz. 7.00, godz. 18.30","godz. 8.00, godz. 10.00, godz. 17.00, godz. 18.30; kaplica Mechlin godz. 16.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=353"
"Parafia pw. Najświętszego Serca Jezusa","63-000 Środa Wlkp., ul. 17 Września 8","www.nsjsroda.archpoznan.pl","nsjsroda@archpoznan.pl","61 285-36-15","ks. Krzysztof  Michalczak","godz. 7.30, godz. 9.00, godz. 10.30, godz. 12.00, godz. 14.30, godz. 17.00","","godz. 7.30, godz. 9.00, godz. 16.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=344"
"Parafia pw. Wniebowzięcia NMP","63-000 Środa Wlkp., ul. Ks. Jażdżewskiego 3","www.kolegiata-sroda.pl","","61 285-36-31","ks. Janusz  Śmigiel","godz. 7.00, godz. 8.30, godz. 10.00, godz. 11.30 - dziecięca, godz. 12.30, godz. 17.00 - młodzieżowa, godz. 19.00","godz. 6.30, godz. 7.00, godz. 8.00, godz. 18.30","godz. 6.30, godz. 7.00, godz. 8.30, godz. 10.00, godz. 17.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=343"
"Parafia pw. św. Józefa","63-000 Środa Wlkp., os. Jagiellońskie 47","www.jozef-sroda.pl","","61 285-58-64","ks. Jacek  Stępczak","godz. 7.30, godz. 9.00, godz. 10.30, godz. 12.00, godz. 18.00","godz. 7.00, godz. 18.30","godz. 7.30, godz. 9.00, godz. 16.30, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=342"
"Parafia pw. św. Łukasza Ewangelisty","64-113 Świerczyna 41","","","65 535-05-20","ks. Maksymilian  Kamza","7:15, 9:00, 10:30","18:00","7:30, 9:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=117"
"Parafia pw. św. Jakuba Większego Ap.","64-115 Święciechowa, ul. Kościelna 7","","","65 533-03-25","ks. Czesław  Kołodziej","8:00, 10:00, 11:15","18:30","8:00, 16:00, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=365"
"Parafia pw. Wszystkich Świętych","62-080 Tarnowo Podgórne, ul. Poznańska 92","www.parafiatarnowopodgorne.pl","adproz@po.onet.pl","61 814-64-36","ks. Adam  Prozorowski","godz. 7.30, godz. 9.00, godz. 10.30, godz. 12.00, godz. 18:30, lipiec i sierpień Msza św. wieczorna o godz. 20:00","godz. 18.30","godz. 9.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=274"
"Parafia pw. św. Barbary","62-072 Tomice, ul. Spadzista 4","","","61 819-63-82","ks. Piotr  Lidwin","sob. godz. 18.00, nd.Tomice  godz. 8.00, godz. 11.30; Skrzymki godz. 9.45","godz. 18.00, Skrzynki w czwartki godz. 17.00","Tomice godz. 10.00, godz. 17.00; Skrzynki godz. 19.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=302"
"Parafia pw. Świętej Trójcy","64-232 Tuchorza 45","","tuchorza@op.pl","68 384-18-25","ks. Tomasz  Tomczak","Tuchorza godz. 8.30, 11.30; Boruja godz. 10.00","","Tuchorza godz. 8.30, godz. 18.00; Boruja godz. 10.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=401"
"Parafia pw. Narodzenia NMP","63-004 Tulce, ul. Pocztowa 1","www.tulce.archpoznan.pl","tulce@archpoznan.pl","61 870-50-55","ks. Marian  Libera","godz. 7.45, godz. 9.15, godz. 10.45, godz. 12.00, godz. 17.00, filia 10.15","godz. 17.30, godz.18.00","godz. 9.00, godz. 18.00, filia godz. 17.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=313"
"Parafia pw. św. Michała Archanioła","62-006 Uzarzewo, ul. Akacjowa 5","","","61 815-55-40","ks. Tadeusz  Kurpisz","Uzarzewo: sb. godz. 16.30, nd. 9.30; Biskupice: sb. godz. 18.00, nd. godz. 8.00, godz. 11.00","Uzarzewo czw. godz. 16.30; Biskupice godz. 18.00","Uzarzewo godz. 16.30; Biskupice godz. 9.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=312"
"Parafia pw. Miłosierdzia Bożego","64-316 Wąsowo, ul. Kościelna 1","","","61 447-29-28","ks. Jerzy  Gąszczak","godz. 8.30, godz. 11.00","","godz. 8.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=146"
"Parafia pw. Wniebowzięcia Matki Bożej i św. Michała","64-730 Wieleń n. Notecią, ul. Kościuszki 4","","","67 256-10-09","ks. Roman  Poplewski","godz. 7.30, godz. 10.30, godz. 11.45, godz. 18.30; Wrzeszczyna godz. 9.00","godz. 7.00, godz. 18.30","godz. 10.00, godz. 17.00, godz. 18.30; Wrzeszczyna godz. 16.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=373"
"Parafia pw. św. Marii Magdaleny","64-050 Wielichowo, ul. Szkolna 24","","wielichowo@archpoznan.pl","61 443-30-12","ks. Wieńczysław  Nowak","godz. 7.30, godz. 9.00, godz. 12.00, godz. 15.00, filie: Gradowice, Zielęcin godz. 10.30","poniedziałek, środa, piątek: godz. 8.00, godz. 18.00; wtorek, czwartek: godz. 18.00, g. 18.30.","godz. 9.00, godz. 12.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=383"
"Parafia pw. św. Mikołaja","62-006 Wierzenica, ul. Wierzenicka 10","","","61 897-33-04","ks. Przemysław  Kompf","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=38"
"Parafia pw. św. Rocha","63-131 Wieszczyczyn, ul. Ks. Marciniaka 28","www.parafiawieszczyczyn.pl","biuro@parafiawieszczyczyn.pl","61 281-86-77","ks. Wojciech  Morasz","godz. 8.00, godz. 10.00 i 11.30","godz. 18.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=352"
"Parafia pw. św. Jadwigi","64-541 Wilczyna, ul. Młynkowska 10","","","61 291-90-10","ks. Przemysław  Kujawa","8:00, 10:30, 12:15 &#8211; kaplica w Podrzewiu","18:00","18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=184"
"Parafia pw. św. Marcina","64-115 Wilkowice, ul. Święciechowska 4","","","65 534-13-29","ks. Maciej  Kubiak","sobota: 18:00; niedziela: 9:30, 10:00, 11:30","17:30 listopad-marzec; 18:30 kwiecień-pździernik","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=364"
"Parafia pw. św. Jadwigi","64-050 Wilkowo Polskie, ul. Przemysłowa 9","","","61 443-40-23","ks. Marek  Smólski","8:00, 9:30, 11:00","17:00 (zimą), 18:00 (latem)","8:00, 9:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=332"
"Parafia pw. św. Floriana","62-051 Wiry, ul. Komornicka 176","www.parafiawiry.pl","k.szachowicz@archpoznan.pl","61 810-65-64","ks. Kazimierz  Szachowicz","7:30, 9:00, 11:00","wtorek 8:00; piątek 17:00; poniedziałek, środa , czwartek - 18:00","9:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=135"
"Parafia pw. Świętej Trójcy","64-140 Włoszakowice, ul. Spokojna 5","","","65 537-00-14","ks. Andrzej  Szulc","od maja do końca września Kościół Włoszakowice 7:30, 9:00, 11:30; Boszkowo Kaplica Leśna 10:15. Pozostałe miesiące roku - Włoszakowice: 7:30, 9:00, 11:00","poniedziałek - piątek 18:00; sobota 19:00","9:00, 16:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=265"
"Parafia pw. NMP Niepokalanie Poczętej","63-132 Włościejewki 12","","","","","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=162"
"Parafia pw. św. Brata Alberta Chmielowskiego","64-330 Wojnowice,ul. Kanałowa 20","www.swalbert-wojnowice.pl","toms@archpoznan.pl","61 447-40-01","ks. Jan  Chrzanowski","8:00, 9:30 - Niegolewo, 11:00","pn., wt., śr., pt. - 18:00; 8:00 - czw.","18:00, 16:30 - Niegolewo","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=20"
"Parafia pw. NMP Niepokalanie Poczętej","64-200 Wolsztyn, ul. Doktora Kocha 38","www.farawolsztyn.pl","wolsztyn@archpoznan.pl","68 347-09-23","ks. Sławomir  Majchrzak","godz. 7.00, godz. 8.30, godz. 9.30, godz. 11.00, godz. 12.30, godz. 15.30 (lipiec-sierpień nie) godz. 18.30, Tłoki godz. 10.00","godz. 7.00, godz. 8.00, godz. 18.30","godz. 7.00, godz. 9.00, godz. 17.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=382"
"Parafia pw. św. Józefa Opiekuna Kościoła Świętego","64-200 Wolsztyn, ul. Komorowska 3","www.swjozefwolsztyn.pl","kontakt@swjozefwolsztyn.pl","68 347-22-21","ks. Jan  Polec","7:00, 9:00, 11:00, 12:15, 16:30, 18:00; kaplica Sióstr: 8:00, 10:00","8:00, 18:00; kaplica Sióstr 6:45","7:00, 9:00, 16:00, 18:00; kaplica Sióstr: 8:00, 17:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=381"
"Parafia pw. św. Wawrzyńca","64-030 Śmiegiel, Wonieść 56","www.woniesc.archpoznan.pl","woniesc@archpoznan.pl","65 518-61-99","ks. Andrzej  Sotek","Wonieść - 9.15, 11.00; Parsko - 8.00","czas zimowy (01.10-31.03) 17.00 - poniedziałek, wtorek, środa, piątek; czas letni (01.04-30.09) 18.00 - poniedziałek, wtorek, środa, piątek; 7.00 - czwartek; 18.00 - sobota","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=331"
"Parafia pw. Miłosierdzia Bożego","Wroniawy ul. Górna 1","","","65 549-02-08","ks. Tomasz Bochyński","9:30","wtorek, czwartek: 18:30; sobota: 19:00","18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=380"
"Parafia pw. św. Katarzyny","64-510 Wronki, ul. Sierakowska 5","www.parafia.wronkikatarzyna.pl","kubiak@archpoznan.pl","67 254-02-21","ks. Janusz  Małuszek","7:00, 9:00, 10:15, 11:30, 18:30","8:00, 17:00, 18:30","8:00, 10:00, 17:00, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=392"
"Parafia pw. św. Urszuli Ledóchowskiej","64-510 Wronki, Osiedle Borek 12","www.swurszula.wronki.pl","bima@archpoznan.pl","67 254-14-57","ks. Marian  Binek","godz. 8.00, godz. 9.30, godz. 11.00, godz. 15.00","godz. 17.30, godz. 18.30","godz. 8.00, godz. 16.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=391"
"Parafia pw. św. Andrzeja Apostoła","64-000 Kościan, Wyskoć 40","www.parafiawyskoc.pl","biuro@parafiawyskoc.pl","65 513-14-42","ks. Krzysztof  Pustkowiak","Wyskoć: 8:00, 11:15; Turew: 9:30","od X-III 18.00 od IV-IX 18.30, wtorek 8.00 (oprócz V i X)","Wyskoć 9.00, 18.00/18.30, Turew 16.30/17.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=87"
"Parafia pw. św. Michała Archanioła","64-300 Nowy Tomyśl, Wytomyśl, ul. Szkolna 27","www.wytomysl.archpoznan.pl","art_ski@poczta.onet.pl","61 441-19-28","ks. Artur  Andrzejewski","godz. 8:30, godz. 10:00 (z udziałem dzieci), godz. 11.30","pon., śr., czw., pt. - godz. 18:00 (X-III), 19:00 (IV-IX); wt. godz. 8:00; sob. godz. 17:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=145"
"Parafia pw. NMP Królowej Korony Polskiej","62-070 Dopiewo, Zakrzewo, ul. Długa 131","www.parafia.zakrzewo.com/","xwp@archpoznan.pl","61 814-32-23","ks. Wojciech  Przeczewski","9:00, 11:00","wtorek - 9.00, pozostałe dni - 18:00","9:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=273"
"Parafia pw. św. Klemensa","63-910 Zakrzewo 40","","piotr04@archpoznan.pl","65 547-43-40","ks. Piotr  Rogólski","sobota: Zakrzewo 18:00, Kawcze 17:00; niedziela: Zakrzewo 8:30, 10:00, 11:15","Zakrzewo 18:00 (oprócz czwartków); czwartek Kawcze 18:00","Zakrzewo: 9:00, 18:00; Kawcze 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=284"
"Parafia pw. św. Kazimierza","64-231 Zakrzewo Zbąszyńskie","","wladjan@polbox.com","68 384-45-13","ks. Przemysław  Kusz","godz. 8.00, godz. 9.30, godz. 11.00","godz. 7.00 lub godz. 18.00 zimą godz. 7.00 lub godz. 17.00","godz. 8.00, godz. 10.00, godz. 18.00 zimą godz. 8.00, godz. 10.00, godz. 17.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=400"
"Parafia pw. Matki Boskiej Królowej Polski","63-740 Zalesie Wielkie","","","65 548-27-77","ks. Bogdan  Hancyk","godz. 8.30, godz. 10.30","zimą godz. 18.00, latem godz. 18.30","godz. 9.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=109"
"Parafia pw. Najświętszego Serca Pana Jezusa","63-812 Zalesie Wlkp.","","","65 571-72-28","ks. Roman  Cichoń","Zalesie godz. 8.00, godz. 11.00; Koszkowo godz. 9.30","lato godz. 18.30, zima godz. 17.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=45"
"Parafia pw. Niepokalanego Serca NMP","63-020 Zaniemyśl, ul. Poznańska 12","","","61 285-71-56","","godz. 8.00, godz. 11.00, godz. 12.15","godz. 8.00","godz. 8.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=100"
"Parafia pw. św. Wawrzyńca","63-020 Zaniemyśl, ul. Raczyńskiego 34","","","61 285-70-27","ks. Jacek  Leśniewski","godz. 7.00 kaplica Sióstr Służebniczek godz. 8.30, godz. 10.00, godz. 18.00, Luciny godz. 9.00","godz. 7.30 kaplica Sióstr Służebniczek, godz. 18.00 kościół parafialny","godz. 7.30 kaplica Sióstr Służebniczek, godz. 10.00, godz. 18.00 kościół parafialny","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=99"
"Parafia pw. Narodzenia NMP","Zbarzewo 32, 64-117 Krzycko Małe","","","65 537-07-03","ks. Dariusz  Paterczyk","(na przemian z Niechłodem) 9:00 - I, III, V, VII, IX, XI; 11:00 - II, IV, VI, VIII, X, XII","wt., czw., sob. &#8211; 18:00","na przemian z Niechłodem 17:00 lub 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=363"
"Parafia pw. Najśw. Maryi Panny Wniebowziętej","64-360 Zbąszyń, ul. Senatorska 31","www.parafia-zbaszyn.pl","zbaszyn@archpoznan.pl","68 386-84-44","ks. Zbigniew  Piotrowski","godz. 7.00, godz. 8.00, godz. 9.00, godz. 10.30, godz. 12.00, godz. 18.00","godz. 7.00, godz. 7.30, godz. 18.00","godz. 7.00, godz. 8.00, godz. 9.00, godz. 10.30, godz. 16.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=399"
"Parafia pw. Najświętszego Serca Jezusowego i Niepokalanego Serca Maryi","64-311 Zębowo","","","61 441-36-28","ks. Kazimierz  Piechocki","8:00, 11:00","18:30","10:00, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=144"
"Parafia pw. św. Klemensa P. M.","Zielęcin","","wielichowo@archpoznan.pl","61 443-30-12","","godz. 10.30","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=379"
"Parafia pw. św. Floriana","63-903 Zielonawieś","www.parafiazielonawies.bloog.pl","","65 545-12-77","ks. Wojciech  Poźniak","godz. 8.30, godz. 10.30","godz. 17.00","godz. 9.00, godz. 17.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=283"
"Parafia pw. Świętej Trójcy","63-810 Borek Wlkp., Zimnowoda 5","","","65 571-73-27","ks. Dariusz  Walkowiak","8:30, 11:00, 16:30 - DPS","pon., śr.: 19:00 (listopad-marzec: 18:00); wt., czw.: 7:30; pt.: 16:00 - dla dzieci, 19:00(listopad-marzec: 18:00) - dla młodzieży i pozostałych","9:00, 19:00 (listopad-marzec: 18:00)","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=11"
"Parafia pw. św. Joanny Beretty-Molla","62-002 Jelonek, Złotniki, ul. Złotnicka 4","www.giannazlotniki.pl","proboszcz@giannazlotniki.pl","61 677-13-46","ks. Jakub  Knychała","8.00,9.00 (kaplica filialna pw. Św. Faustyny), 10.30 msza dla dzieci, 12.00, 18.30","18.30","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=1204"
"Parafia pw. św. Jakuba Ap.","63-112 Żabno 84","","","61 282-35-95","ks. Waldemar  Babicz","sob., godz. 18.00 czas letni godz. 18.30
nd. godz. 9.00, godz. 11.00","czas zimowy: pn 9:00, wt-so 18:00; czas letni: pn 9:00, wt 18:30, śr 18:00, czw-so 18:30","godz. 9.00, godz. 16.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=351"
"Parafia pw. św. Mikołaja","62-090 Żydowo, ul. Przecławska 3","www.parafiazydowo.archpoznan.pl","parafiazydowo@archpoznan.pl","61 814-52-89","ks. Tomasz  Kokornaczyk","kościół w Żydowie: 07:30, 11:00; filia w Lulinie: 09:30","od wt. do sob. 18:00; pon. 08:00","kościół w Żydowie: 09:00, 18:00; filia w Lulinie: 17:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=320"
"Parafia pw. św. Stanisława Bpa","63-840 Żytowiecko 15","","dkr@archpoznan.pl","65 573-34-15","ks. Andrzej  Wiśniewski","Żytowiecko godz. 8.00, godz. 11.00; Łęka Wielka sobota godz. 18.00, niedziela godz. 9.30","poniedziałek, środa, piątek: godz. 18.00; wtorek, czwartek, sobota: godz. 7.30","Żytowiecko godz. 8.00, godz. 16.00; Łęka Wielka: godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=108"
