"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url","about"
"Kartno Kościół filialny","","Kartno","ul. Żelisławiecka 16, 74-100 Gryfino","","dsl289650@orange.pl","91/404-12-38"," Tadeusz  Lipiński","13:00,","So. 17:00,; ","","53.27084,14.68242","http://szczecin.kuria.pl/wspolnoty/koscioly/Kartno-Kosciol-filialny-_305","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g01_k55.jpg"
"Krajnik Kościół filialny","","Krajnik","ul. Gryfińska 24 d, 74-105 Nowe Czarnowo","","","91/416-15-11"," Józef  Dudek","09:10,","Cz. 18:00,; ","","53.19781,14.46387","http://szczecin.kuria.pl/wspolnoty/koscioly/Krajnik-Kosciol-filialny-_311","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/p18_k20.jpg"
"Marwice Kościół filialny","","Marwice","ul. Mostowa 6, 74-120 WIDUCHOWA","","tadeuszkraj1407@o2.pl","91/416-72-22, kom. 506 896 646, fax. 91/416-72-22"," Tadeusz  Krajewski","10:00,","Śr. 17:00,; ","","53.16930,14.41521","http://szczecin.kuria.pl/wspolnoty/koscioly/Marwice-Kosciol-filialny-_317","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/w07_m20.jpg"
"Mielenko Kościół filialny","","Mielenko","ul. Kościelna 9, 74-100 GRYFINO","","","91/404-16-14"," Piotr  Kozieł","10:00,","Wt. 15:30,; ","","53.20690,14.57923","http://szczecin.kuria.pl/wspolnoty/koscioly/Mielenko-Kosciol-filialny-_300","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c08_m39.jpg"
"Ognica Kościół filialny","","Ognica","ul. Mostowa 6, 74-120 WIDUCHOWA","","tadeuszkraj1407@o2.pl","91/416-72-22, kom. 506 896 646, fax. 91/416-72-22"," Tadeusz  Krajewski","10:30,","Wt. 17:00,; ","","53.08078,14.37184","http://szczecin.kuria.pl/wspolnoty/koscioly/Ognica-Kosciol-filialny-_318","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/w07_o32.jpg"
"Kościół parafialny pw św. Ojca Pio","","Pniewo","ul. Gryfińska 24 d, 74-105 Nowe Czarnowo","","","91/416-15-11"," Józef  Dudek","8:00,, 12:00,","Pn. 08:00,; Śr. 18:00,; Pt. 18:00,; ","","53.22065,14.48992","http://szczecin.kuria.pl/wspolnoty/koscioly/Pniewo-Kosciol-parafialny-pw-sw-Ojca-Pio_310","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/p18_22.jpg"
"Sobieradz Kościół filialny","","Sobieradz","ul. Kościelna 9, 74-100 GRYFINO","","","91/404-16-14"," Piotr  Kozieł","12:00,","Pt. 17:00,; ","","53.22579,14.65394","http://szczecin.kuria.pl/wspolnoty/koscioly/Sobieradz-Kosciol-filialny-_303","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c8_s22.jpg"
"Steklno Kościół filialny","","Steklno","ul. Gryfińska 24 d, 74-105 Nowe Czarnowo","","","91/416-15-11"," Józef  Dudek","10:30,","Wt. 18:00,; ","","53.17553,14.54191","http://szczecin.kuria.pl/wspolnoty/koscioly/Steklno-Kosciol-filialny-_312","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/p18_s09.jpg"
"Kościół parafialny pw MB Różańcowej","","Wełtyń","ul. Szkolna 14, 74-100 GRYFINO","","","91/404-11-06"," Benon  Latus","9:00,, 12:00,","Wt. 17:00,; Śr. 17:00,; Pt. 17:00,; So. 17:00,; ","","53.25888,14.57776","http://szczecin.kuria.pl/wspolnoty/koscioly/Weltyn-Kosciol-parafialny-pw-MB-Rozancowej_314","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/w04_44.jpg"
"Kościół parafialny pw Najśw. Serca Pana Jezusa","","Widuchowa","ul. Mostowa 6, 74-120 WIDUCHOWA","","tadeuszkraj1407@o2.pl","91/416-72-22, kom. 506 896 646, fax. 91/416-72-22"," Tadeusz  Krajewski","8:00,, 12:30,, 18:00,","18:00,","","53.12670,14.39121","http://szczecin.kuria.pl/wspolnoty/koscioly/Widuchowa-Kosciol-parafialny-pw-Najsw-Serca-Pana-Jezusa_316","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/w07_14.jpg"
"Wirów Kościół filialny","","Wirów","ul. Szkolna 14, 74-100 GRYFINO","","","91/404-11-06"," Benon  Latus","10:30,","Cz. 17:00,; ","","53.23217,14.55204","http://szczecin.kuria.pl/wspolnoty/koscioly/Wirow-Kosciol-filialny-_315","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/w04_w30.jpg"
"Wysoka Gryf. Kościół filialny","","Wysoka Gryf.","ul. Żelisławiecka 16, 74-100 Gryfino","","dsl289650@orange.pl","91/404-12-38"," Tadeusz  Lipiński","","So. 17:00, lit niedzielna; ","","53.28680,14.61226","http://szczecin.kuria.pl/wspolnoty/koscioly/Wysoka-Gryf-Kosciol-filialny-_307","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g01_w19.jpg"
"Żelisławiec Kościół filialny","","Żelisławiec","ul. Żelisławiecka 16, 74-100 Gryfino","","dsl289650@orange.pl","91/404-12-38"," Tadeusz  Lipiński","10:00,","Wt. 17:00,; ","","53.27408,14.67100","http://szczecin.kuria.pl/wspolnoty/koscioly/Zelislawiec-Kosciol-filialny-_306","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g01_z15.jpg"
"Biała Kościół filialny pw Matki Bożej Bolesnej","","Biała","ul. Długie 9, 73-120 CHOCIWEL","","","91/562-22-87"," Bogumił  Wiśniewski","10:00,","Pn. 18:00,; ","","53.40731,15.42974","http://szczecin.kuria.pl/wspolnoty/koscioly/Biala-Kosciol-filialny-pw-Matki-Bozej-Bolesnej_332","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/2012-09-16_10.43.00.jpg"
"Bobrowniki Kościół filialny","","Bobrowniki","ul. kard. A. Hlonda 9, 73-120 CHOCIWEL","www.chociwel.eparafia.pl","","91/562-20-69"," Piotr  Kurzaj","8:30,","","","53.43375,15.25109","http://szczecin.kuria.pl/wspolnoty/koscioly/Bobrowniki-Kosciol-filialny-_324","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c04_bo19.jpg"
"Bród Kościół filialny","","Bród","ul. kard. A. Hlonda 9, 73-120 CHOCIWEL","www.chociwel.eparafia.pl","","91/562-20-69"," Piotr  Kurzaj","13:00,","","","53.51342,15.34617","http://szczecin.kuria.pl/wspolnoty/koscioly/Brod-Kosciol-filialny-_328","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c04_br12.jpg"
"Kościół parafialny pw MB Bolesnej","","Chociwel","ul. kard. A. Hlonda 9, 73-120 CHOCIWEL","www.chociwel.eparafia.pl","","91/562-20-69"," Piotr  Kurzaj","9:00,, 11:00,, 18:00,,","Pn. 07:00, 18:00,; Wt. 07:00, 18:00,; Śr. 07:00, 18:00,; Cz. 07:00, 18:00,; Pt. 7:00,, 18:00,; So. 07:00, 18:00,; ","","53.46309,15.33368","http://szczecin.kuria.pl/wspolnoty/koscioly/Chociwel-Kosciol-parafialny-pw-MB-Bolesnej_322","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c04_46.jpg"
"Ciemnik Kościół filialny","","Ciemnik","ul. Armii Krajowej 31, 73-140 IŃSKO","www.insko.eparafia.pl","","91/562-30-33"," Czesław  Fryska","11:00,","Pt. 16:30,; ","","53.39774,15.57285","http://szczecin.kuria.pl/wspolnoty/koscioly/Ciemnik-Kosciol-filialny-_337","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/i01_ci24.jpg"
"Czertyń Kościół filialny","","Czertyń","ul. Armii Krajowej 31, 73-140 IŃSKO","www.insko.eparafia.pl","","91/562-30-33"," Czesław  Fryska","09:45,","Cz. 16:30,; ","","53.37683,15.59462","http://szczecin.kuria.pl/wspolnoty/koscioly/Czertyn-Kosciol-filialny-_338","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/i01_cz14.jpg"
"Kościół parafialny pw św. Anny","","Długie","ul. Długie 9, 73-120 CHOCIWEL","","","91/562-22-87"," Bogumił  Wiśniewski","11:30,","Śr. 18:00,; Pt. 18:00,; ","","53.42744,15.39958","http://szczecin.kuria.pl/wspolnoty/koscioly/Dlugie-Kosciol-parafialny-pw-sw-Anny_330","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d03_39.jpg"
"Ginawa Kościół filialny","","Ginawa","ul. Storkowo 26 B, 73-140 IŃSKO","","mbrozancowej@gmail.com","91/562-31-90"," Piotr  Madejski","12:00,","Wt. 17:00, latem, 16:00, zimą; ","","53.50469,15.66802","http://szczecin.kuria.pl/wspolnoty/koscioly/Ginawa-Kosciol-filialny-_345","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/s12_g25.jpg"
"Kościół parafialny pw św. Józefa Oblub. NMP","","Ińsko","ul. Armii Krajowej 31, 73-140 IŃSKO","www.insko.eparafia.pl","","91/562-30-33"," Czesław  Fryska","8:30,, 12:00,, 17:00,","18:00,","","53.43609,15.54963","http://szczecin.kuria.pl/wspolnoty/koscioly/Insko-Kosciol-parafialny-pw-sw-Jozefa-Oblub-NMP_335","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/i01_36.jpg"
"Kamienny Most Kościół filialny","","Kamienny Most","ul. kard. A. Hlonda 9, 73-120 CHOCIWEL","www.chociwel.eparafia.pl","","91/562-20-69"," Piotr  Kurzaj","13:00,","","","53.46075,15.38445","http://szczecin.kuria.pl/wspolnoty/koscioly/Kamienny-Most-Kosciol-filialny-_325","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c04_k06.jpg"
"Kościół parafialny pw św. Stanisława Kostki","","Kania","ul. Kania 45 A, 73-120 CHOCIWEL","www.facebook.com/sw.st.kostka.kania","sw.st.kostka@gmail.com","91/562-21-05"," Marian  Kaptur","10:30,","Pt. 17:00,; So. 17:00,; ","","53.50465,15.24191","http://szczecin.kuria.pl/wspolnoty/koscioly/Kania-Kosciol-parafialny-pw-sw-Stanislawa-Kostki_339","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k02_24.jpg"
"Karkowo Kościół filialny","","Karkowo","ul. Kania 45 A, 73-120 CHOCIWEL","www.facebook.com/sw.st.kostka.kania","sw.st.kostka@gmail.com","91/562-21-05"," Marian  Kaptur","12:00,","Śr. 17:00,; ","","53.47534,15.28984","http://szczecin.kuria.pl/wspolnoty/koscioly/Karkowo-Kosciol-filialny-_341","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k02_k16.jpg"
"Linówko Kościół filialny","","Linówko","ul. Długie 9, 73-120 CHOCIWEL","","","91/562-22-87"," Bogumił  Wiśniewski","08:30,","Wt. 18:00,; ","","53.42449,15.47833","http://szczecin.kuria.pl/wspolnoty/koscioly/Linowko-Kosciol-filialny-_331","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d03_li09.jpg"
"Lisowo Kościół filialny","","Lisowo","ul. kard. A. Hlonda 9, 73-120 CHOCIWEL","www.chociwel.eparafia.pl","","91/562-20-69"," Piotr  Kurzaj","9:45,","Śr. 17:00,; ","","53.42770,15.30435","http://szczecin.kuria.pl/wspolnoty/koscioly/Lisowo-Kosciol-filialny-_323","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c04_l19.jpg"
"Lublino Kościół filialny","","Lublino","ul. kard. A. Hlonda 9, 73-120 CHOCIWEL","www.chociwel.eparafia.pl","","91/562-20-69"," Piotr  Kurzaj","13:00,","","","53.46739,15.37886","http://szczecin.kuria.pl/wspolnoty/koscioly/Lublino-Kosciol-filialny-_326","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c04_lu12.jpg"
"Lutkowo Kościół filialny","","Lutkowo","ul. Długie 9, 73-120 CHOCIWEL","","","91/562-22-87"," Bogumił  Wiśniewski","13:00,","Cz. 18:00,; ","","53.39790,15.36699","http://szczecin.kuria.pl/wspolnoty/koscioly/Lutkowo-Kosciol-filialny-_333","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d03_lu26.jpg"
"Mokre Kościół filialny","","Mokre","ul. Kania 45 A, 73-120 CHOCIWEL","www.facebook.com/sw.st.kostka.kania","sw.st.kostka@gmail.com","91/562-21-05"," Marian  Kaptur","09:00,","Wt. 17:00,; ","","53.52818,15.21032","http://szczecin.kuria.pl/wspolnoty/koscioly/Mokre-Kosciol-filialny-_340","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k02_m12.jpg"
"Oświno Kościół filialny","","Oświno","ul. kard. A. Hlonda 9, 73-120 CHOCIWEL","www.chociwel.eparafia.pl","","91/562-20-69"," Piotr  Kurzaj","11:45,","","","53.53287,15.38833","http://szczecin.kuria.pl/wspolnoty/koscioly/Oswino-Kosciol-filialny-_329","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c04_o10.jpg"
"Rosowo Kościół filialny","","Rosowo","ul. Kania 45 A, 73-120 CHOCIWEL","www.facebook.com/sw.st.kostka.kania","sw.st.kostka@gmail.com","91/562-21-05"," Marian  Kaptur","13:30,","Cz. 17:00,; ","","53.46139,15.23169","http://szczecin.kuria.pl/wspolnoty/koscioly/Rosowo-Kosciol-filialny-_342","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k02_r06.jpg"
"Starzyce Kościół filialny","","Starzyce","ul. Długie 9, 73-120 CHOCIWEL","","","91/562-22-87"," Bogumił  Wiśniewski","","So. 18:00, lit niedzielna; ","","53.43843,15.35464","http://szczecin.kuria.pl/wspolnoty/koscioly/Starzyce-Kosciol-filialny-_334","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d03_s05.jpg"
"Kościół parafialny pw MB Różańcowej","","Storkowo","ul. Storkowo 26 B, 73-140 IŃSKO","","mbrozancowej@gmail.com","91/562-31-90"," Piotr  Madejski","10:00,","18:00, (17:00, zimą)","","53.46495,15.58851","http://szczecin.kuria.pl/wspolnoty/koscioly/Storkowo-Kosciol-parafialny-pw-MB-Rozancowej_343","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/s12_25.jpg"
"Studnica Kościół filialny","","Studnica","ul. Storkowo 26 B, 73-140 IŃSKO","","mbrozancowej@gmail.com","91/562-31-90"," Piotr  Madejski","09:00,","Śr. 17:00, latem, 16:00, zimą; ","","53.44383,15.64597","http://szczecin.kuria.pl/wspolnoty/koscioly/Studnica-Kosciol-filialny-_344","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/s12_s25.jpg"
"Ścienne Kościół filialny","","Ścienne","ul. Armii Krajowej 31, 73-140 IŃSKO","www.insko.eparafia.pl","","91/562-30-33"," Czesław  Fryska","10:00,","Wt. 16:30,; ","","53.45683,15.47579","http://szczecin.kuria.pl/wspolnoty/koscioly/Scienne-Kosciol-filialny-_336","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/i01_s17.jpg"
"Wieleń Kościół filialny","","Wieleń","ul. kard. A. Hlonda 9, 73-120 CHOCIWEL","www.chociwel.eparafia.pl","","91/562-20-69"," Piotr  Kurzaj","10:30,","","","53.50282,15.39222","http://szczecin.kuria.pl/wspolnoty/koscioly/Wielen-Kosciol-filialny-_327","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/c04_w27.jpg"
"Kaplica","","3 cmentarna","ul. Kościelna 29, 72-420 DZIWNÓW","","","91/381-31-61"," Karol  Wilczyński","10:30,, w sezonie letnim 11:30,","","","54.02298,14.74212","http://szczecin.kuria.pl/wspolnoty/koscioly/3-cmentarna-Kaplica-_351","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/d10_36.jpg"
"Kaplica","","Areszt, Więzienie","ul. Plac Katedralny 8, 72-400 KAMIEŃ POMORSKI","www.katedrakamien.pl","","91/382-05-54, fax. 91/382-40-78"," Dariusz  Żarkowski","9.00,, 15.30,","","","53.97026,14.77027","http://szczecin.kuria.pl/wspolnoty/koscioly/Areszt-Wiezienie-Kaplica-_366","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/k01_083.jpg"
"Kościół parafialny pw Macierzyństwa NMP","","Benice","ul. Benice 8A, 72-400 KAMIEŃ POMORSKI","","romanrostkowski@wp.pl","91/383-21-97"," Roman  Rostkowski","11:30,","Pn. 17:00,; Wt. 17:00,; Śr. 17:00,; Cz. 17:00,; Pt. 17:00,; So. 09:00,; ","","53.89694,14.91245","http://szczecin.kuria.pl/wspolnoty/koscioly/Benice-Kosciol-parafialny-pw-Macierzynstwa-NMP_346","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/b18_28.jpg"
"Kaplica","","Chrząszczewo","ul. Plac Katedralny 8, 72-400 KAMIEŃ POMORSKI","www.katedrakamien.pl","","91/382-05-54, fax. 91/382-40-78"," Dariusz  Żarkowski","11:00,","","","53.95743,14.73796","http://szczecin.kuria.pl/wspolnoty/koscioly/Chrzaszczewo-Kaplica-_365","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/k01_083.jpg"
"Kościół parafialny pw św. Józefa Oblub. NMP","","Dziwnów","ul. Kościelna 29, 72-420 DZIWNÓW","","","91/381-31-61"," Karol  Wilczyński","9:00,, 12:00,, 17:00, W SEZONIE: 7:00,, 9:00,, 10:30,, 12:00,, 18:00,, 19:30,, 21:00,","Pn. 17:00, W SEZONIE: 9:00,, 19:30,; Wt. 17:00,; Śr. 17:00,; Cz. 17:00,; Pt. 17:00,; So. 17:00,; ","","54.02786,14.76608","http://szczecin.kuria.pl/wspolnoty/koscioly/Dziwnow-Kosciol-parafialny-pw-sw-Jozefa-Oblub-NMP_350","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d10_36.jpg"
"Kościół parafialny pw św. Maksymiliana Marii","","Dziwnówek","ul. Kamieńska 40, 72-420 DZIWNÓW","","","91/381-13-33"," Zbigniew  Niemasik","9:00,, 11:00, W SEZONIE: 9:00,, 10:30,, 11:30,, 19:30,","16:30,, 19:30,- w sezonie","","54.03418,14.80531","http://szczecin.kuria.pl/wspolnoty/koscioly/Dziwnowek-Kosciol-parafialny-pw-sw-Maksymiliana-Marii_352","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d11_20.jpg"
"Kościół parafialny pw NMP Królowej Polski","","Gostyń","ul. Gostyń 57, 72-405 ŚWIERZNO","","","91/383-22-26"," Henryk  Dudzik","9:00,, 11:00,, 15:00,","Wt. 16:30,; Śr. 16:30,; Cz. 16:30,; Pt. 16:30,; So. 16:30,; ","","54.02962,14.94832","http://szczecin.kuria.pl/wspolnoty/koscioly/Gostyn-Kosciol-parafialny-pw-NMP-Krolowej-Polski_353","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g08_32.jpg"
"Górki Pomorskie Kościół filialny","","Górki Pomorskie","ul. Benice 8A, 72-400 KAMIEŃ POMORSKI","","romanrostkowski@wp.pl","91/383-21-97"," Roman  Rostkowski","09:00,","Wt. 16:00,; ","","53.90121,14.82621","http://szczecin.kuria.pl/wspolnoty/koscioly/Gorki-Pomorskie-Kosciol-filialny-_347","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/b18_g31.jpg"
"Kościół parafialny pw Narodzenia Najśw. Maryi Panny","","Jarszewo","ul. Jarszewo 35, 72-400 KAMIEŃ POMORSKI","","parafia.jarszewo@interia.pl","91/383-24-27"," Waldemar  Woźny","10:30,","Pn. 18:00, (17.00,); Śr. 18:00, (17.00,); Pt. 18:00, (17.00,); So. 18:00, (17:00, ); ","","53.92959,14.78731","http://szczecin.kuria.pl/wspolnoty/koscioly/Jarszewo-Kosciol-parafialny-pw-Narodzenia-Najsw-Maryi-Panny_356","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/j01_31.jpg"
"Jatki Kościół filialny","","Jatki","ul. Świerzno 76, 72-405 ŚWIERZNO","","","513.94.67.57"," Rafał  Stęszewski","9:40,","","","53.96304,14.91198","http://szczecin.kuria.pl/wspolnoty/koscioly/Jatki-Kosciol-filialny-_376",""
"Kaleń Kościół filialny","","Kaleń","ul. Świerzno 76, 72-405 ŚWIERZNO","","","513.94.67.57"," Rafał  Stęszewski","12:15,","","","53.97852,15.01214","http://szczecin.kuria.pl/wspolnoty/koscioly/Kalen-Kosciol-filialny-_375",""
"Kościół parafialny pw św. Jana Chrzciciela","","Kamień Pomorski","ul. Plac Katedralny 8, 72-400 KAMIEŃ POMORSKI","www.katedrakamien.pl","","91/382-05-54, fax. 91/382-40-78"," Dariusz  Żarkowski","7:00,, 8:30,, 10:00,, 12:00,, 19:00,","Pn. 7:00,, 17:00, od czerwca do końca sierpnia 19.00,; Wt. 7:00,, 17:00, od czerwca do końcasierpnia 19.00,; Śr. 7:00, , 17:00, od czerwca do końcasierpnia 19.00,; Cz. 7:00,, 17:00, od czerwca do końca sierpnia 19.00,; Pt. 7:00,, 17:00,; So. 07:00, , 17:00, od czerwca do końca sierpnia 19.00,; ","","53.97307,14.77226","http://szczecin.kuria.pl/wspolnoty/koscioly/Kamien-Pomorski-Kosciol-parafialny-pw-sw-Jana-Chrzciciela_361","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k01_083.jpg"
"Kępica Kościół filialny","","Kępica","ul. Stuchowo 18, 72-405 ŚWIERZNO","","","91/383-27-10"," Paweł  Obręczarek","11:15,","","","53.93900,14.98885","http://szczecin.kuria.pl/wspolnoty/koscioly/Kepica-Kosciol-filialny-_373","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/s32_45.jpg"
"Kościół parafialny pw Najświętszego Odkupiciela","","Pobierowo","ul. Lubelska 1, 72-346 POBIEROWO","","","91/386-41-11"," Henryk  Marszałek","9:00,, 11:00,, 16:00, (w sezonie letnim: 9:00,, 11:00,, 18:00,, 20:00,)","Pn. 17:00, - zimą, 20:00, - latem; Wt. 17:00, - zimą, 20:00, - latem; Śr. 17:00, - zimą, 20:00, - latem; Cz. 17:00, - zimą, 20:00, - latem; Pt. 17:00, - zimą, 20:00, - latem; So. 17:00, - zimą, 20:00, - latem (niedzielna=; ","","54.05877,14.93669","http://szczecin.kuria.pl/wspolnoty/koscioly/Pobierowo-Kosciol-parafialny-pw-Najswietszego-Odkupiciela_370","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/p11_28.jpg"
